NAME,SIZE,ROAST,MILK,WHIP,SERVING_SIZE_ml,CALORIES,TOTAL_FAT_g,SATURATED_FAT_g,TRANS_FAT_g,CHOLESTEROL_mg,SODIUM_mg,TOTAL_CARB_g,DIETARY_FIBER_g,SUGAR_g,PROTEIN_g,VIT_A_pcdv,VIT_C_pcdv,CALCIUM_pcdv,IRON_pcdv,CAFFEINE_mg
Iced White Chocolate Mocha,Tall,NA,2%,FALSE,354,250,7,5,0.1,15,140,41,0,39,8,0.08,0.02,0.25,0,75
Iced White Chocolate Mocha,Tall,NA,2%,TRUE,354,330,15,10,0.3,45,150,43,0,41,8,0.15,0.02,0.25,0,75
Iced White Chocolate Mocha,Tall,NA,Whole,FALSE,354,270,9,6,0.1,15,140,41,0,39,7,0.06,0.02,0.25,0,75
Iced White Chocolate Mocha,Tall,NA,Whole,TRUE,354,350,17,11,0.4,45,150,43,0,41,8,0.15,0.02,0.25,0,75
Iced White Chocolate Mocha,Tall,NA,Soy,FALSE,354,240,6,3.5,0,5,130,38,1,36,7,0.06,0.02,0.25,0.08,75
Iced White Chocolate Mocha,Tall,NA,Soy,TRUE,354,320,14,9,0.2,35,140,41,1,38,7,0.15,0.02,0.25,0.08,75
Iced White Chocolate Mocha,Tall,NA,Coconut,FALSE,354,230,7,6,0,5,135,39,0,37,3,0,0.02,0.1,0,75
Iced White Chocolate Mocha,Tall,NA,Coconut,TRUE,354,310,15,11,0.2,35,140,41,0,39,4,0.1,0.02,0.1,0,75
Iced White Chocolate Mocha,Grande,NA,Nonfat,FALSE,473,310,6,4.5,0,10,170,54,0,52,10,0.1,0.02,0.3,0,150
Iced White Chocolate Mocha,Grande,NA,Nonfat,TRUE,473,420,17,12,0.3,50,190,58,0,55,11,0.25,0.02,0.35,0,150
Iced White Chocolate Mocha,Grande,NA,2%,FALSE,473,330,9,6,0.1,20,180,54,0,52,10,0.1,0.02,0.3,0,150
Iced White Chocolate Mocha,Grande,NA,2%,TRUE,473,450,20,13,0.4,60,200,57,0,54,11,0.2,0.02,0.3,0,150
Iced White Chocolate Mocha,Grande,NA,Whole,FALSE,473,350,11,8,0.2,20,180,54,0,52,10,0.08,0.02,0.3,0,150
Iced White Chocolate Mocha,Grande,NA,Whole,TRUE,473,470,22,15,0.5,65,190,57,0,54,10,0.2,0.02,0.3,0,150
Iced White Chocolate Mocha,Grande,NA,Soy,FALSE,473,320,8,5,0,5,170,51,1,48,9,0.06,0.02,0.3,0.1,150
Iced White Chocolate Mocha,Grande,NA,Soy,TRUE,473,430,19,12,0.3,45,180,55,1,50,10,0.2,0.02,0.35,0.1,150
Iced White Chocolate Mocha,Grande,NA,Coconut,FALSE,473,310,9,8,0,5,170,52,0,49,5,0,0.02,0.1,0,150
Iced White Chocolate Mocha,Grande,NA,Coconut,TRUE,473,420,20,15,0.3,45,180,55,0,52,5,0.15,0.02,0.15,0,150
Iced White Chocolate Mocha,Venti,NA,Nonfat,FALSE,709,450,9,7,0,10,260,81,0,77,14,0.15,0.02,0.45,0,225
Iced White Chocolate Mocha,Venti,NA,Nonfat,TRUE,709,570,20,14,0.3,55,270,84,0,80,15,0.25,0.02,0.45,0.02,225
Iced White Chocolate Mocha,Venti,NA,2%,FALSE,709,490,13,9,0.1,25,270,80,0,77,14,0.15,0.04,0.45,0,225
Iced White Chocolate Mocha,Venti,NA,2%,TRUE,709,600,24,16,0.5,65,280,84,0,79,15,0.25,0.04,0.45,0,225
Iced White Chocolate Mocha,Venti,NA,Whole,FALSE,709,520,16,11,0.2,30,260,80,0,77,14,0.1,0.02,0.4,0,225
Iced White Chocolate Mocha,Venti,NA,Whole,TRUE,709,630,27,18,0.5,70,270,84,0,79,15,0.25,0.02,0.45,0.02,225
Iced White Chocolate Mocha,Venti,NA,Soy,FALSE,709,470,12,7,0,10,250,77,1,71,13,0.1,0.02,0.45,0.1,225
Iced White Chocolate Mocha,Venti,NA,Soy,TRUE,709,580,23,14,0.3,50,260,80,1,74,14,0.2,0.02,0.45,0.1,225
Iced White Chocolate Mocha,Venti,NA,Coconut,FALSE,709,450,13,12,0,10,250,77,0,73,7,0,0.02,0.2,0,225
Iced White Chocolate Mocha,Venti,NA,Coconut,TRUE,709,570,25,19,0.3,50,260,80,0,76,8,0.15,0.02,0.2,0,225
Iced Black Tea,Tall,NA,NA,NA,354,60,0,0,0,0,5,15,0,15,0,0,0,0,0,20-25
Iced Black Tea,Grande,NA,NA,NA,473,80,0,0,0,0,10,20,0,20,0,0,0,0,0,25-30
Iced Black Tea,Venti,NA,NA,NA,709,120,0,0,0,0,15,30,0,30,0,0,0,0.02,0,40-45
Iced Black Tea,Trenta,NA,NA,NA,887,140,0,0,0,0,20,35,0,34,0,0,0,0.02,0,50-55
Iced Black Tea Lemonade,Tall,NA,NA,NA,354,90,0,0,0,0,5,24,0,24,0.1,0,0.1,0,0,20-25
Iced Black Tea Lemonade,Grande,NA,NA,NA,473,120,0,0,0,0,5,32,0,32,0.1,0,0.15,0,0,25-30
Iced Black Tea Lemonade,Venti,NA,NA,NA,709,190,0,0,0,0,10,48,0,47,0.1,0,0.2,0.02,0,40-45
Iced Black Tea Lemonade,Trenta,NA,NA,NA,887,220,0,0,0,0,10,58,0,57,0.1,0,0.25,0.02,0,50-55
Chai Tea Latte,Short,NA,Nonfat,NA,236,100,0.1,0.1,0,0,50,22,0,21,4,0.06,0,0.1,0,50
Chai Tea Latte,Short,NA,2%,NA,236,120,2,1,0.1,10,55,22,0,21,4,0.06,0,0.1,0,50
Chai Tea Latte,Short,NA,Whole,NA,236,130,3.5,2,0.1,10,55,22,0,21,4,0.06,0,0.1,0,50
Chai Tea Latte,Short,NA,Soy,NA,236,110,1.5,0.2,0,0,45,20,0,18,3,0.04,0,0.1,0.06,50
Chai Tea Latte,Short,NA,Coconut,NA,236,100,2.5,2.5,0,0,50,21,0,19,1,0,0,0,0,50
Chai Tea Latte,Tall,NA,Nonfat,NA,354,160,0.2,0.1,0,5,80,34,0,32,6,0.1,0,0.2,0.02,70
Chai Tea Latte,Tall,NA,2%,NA,354,190,3.5,1.5,0.1,15,90,34,0,32,6,0.1,0,0.2,0.02,70
Chai Tea Latte,Tall,NA,Whole,NA,354,200,6,3,0.2,15,80,34,0,32,6,0.08,0,0.2,0.02,70
Chai Tea Latte,Tall,NA,Soy,NA,354,160,2.5,0.3,0,0,70,31,1,28,5,0.06,0,0.2,0.1,70
Chai Tea Latte,Tall,NA,Coconut,NA,354,160,3.5,3.5,0,0,75,31,0,29,1,0,0,0,0.02,70
Chai Tea Latte,Grande,NA,Nonfat,NA,473,210,0.2,0.1,0,5,105,45,0,43,8,0.15,0,0.25,0.02,95
Chai Tea Latte,Grande,NA,2%,NA,473,240,4.5,2,0.1,20,115,45,0,42,8,0.1,0,0.25,0.02,95
Chai Tea Latte,Grande,NA,Whole,NA,473,270,7,4,0.2,20,105,45,0,42,7,0.1,0,0.25,0.02,95
Chai Tea Latte,Grande,NA,Soy,NA,473,220,3.5,0.4,0,0,90,41,1,37,6,0.08,0,0.25,0.1,95
Chai Tea Latte,Grande,NA,Coconut,NA,473,210,4.5,4.5,0,0,95,41,0,39,1,0,0,0,0.02,95
Chai Tea Latte,Venti,NA,Nonfat,NA,591,260,0.3,0.2,0,5,135,57,0,54,10,0.15,0,0.35,0.02,120
Chai Tea Latte,Venti,NA,2%,NA,591,310,6,3,0.2,25,150,56,0,53,10,0.15,0.02,0.3,0.02,120
Chai Tea Latte,Venti,NA,Whole,NA,591,340,9,5,0.3,30,135,56,0,53,10,0.15,0,0.3,0.02,120
Chai Tea Latte,Venti,NA,Soy,NA,591,280,4.5,0.5,0,0,115,51,1,46,8,0.1,0,0.3,0.15,120
Chai Tea Latte,Venti,NA,Coconut,NA,591,260,6,6,0,0,120,52,0,48,1,0,0,0,0.02,120
Iced Chai Tea Latte,Tall,NA,Nonfat,NA,354,150,0.2,0.1,0,5,75,33,0,31,6,0.1,0,0.2,0.02,70
Iced Chai Tea Latte,Tall,NA,2%,NA,354,180,3,1.5,0.1,10,80,33,0,31,5,0.08,0,0.15,0.02,70
Iced Chai Tea Latte,Tall,NA,Whole,NA,354,190,5,3,0.1,15,75,33,0,31,5,0.08,0,0.15,0.02,70
Iced Chai Tea Latte,Tall,NA,Soy,NA,354,160,2.5,0.3,0,0,70,30,1,27,5,0.06,0,0.2,0.08,70
Iced Chai Tea Latte,Tall,NA,Coconut,NA,354,150,3.5,3,0,0,70,31,0,29,1,0,0,0,0.02,70
Iced Chai Tea Latte,Grande,NA,Nonfat,NA,473,200,0.2,0.1,0,5,100,44,0,42,8,0.15,0,0.25,0.02,95
Iced Chai Tea Latte,Grande,NA,2%,NA,473,240,4,2,0.1,15,110,44,0,42,7,0.1,0,0.25,0.02,95
Iced Chai Tea Latte,Grande,NA,Whole,NA,473,260,7,4,0.2,20,105,44,0,42,7,0.1,0,0.2,0.02,95
Iced Chai Tea Latte,Grande,NA,Soy,NA,473,220,3.5,0.4,0,0,90,41,1,37,6,0.08,0,0.25,0.1,95
Iced Chai Tea Latte,Grande,NA,Coconut,NA,473,200,4.5,4.5,0,0,95,41,0,38,1,0,0,0,0.02,95
Iced Chai Tea Latte,Venti,NA,Nonfat,NA,709,300,0.3,0.2,0,5,140,65,0,62,11,0.2,0,0.35,0.02,145
Iced Chai Tea Latte,Venti,NA,2%,NA,709,350,6,3,0.2,25,160,65,0,61,10,0.15,0.02,0.35,0.02,145
Iced Chai Tea Latte,Venti,NA,Whole,NA,709,380,9,5,0.3,30,140,65,0,61,10,0.15,0,0.3,0.02,145
Iced Chai Tea Latte,Venti,NA,Soy,NA,709,320,4.5,0.5,0,0,130,60,1,55,9,0.1,0,0.35,0.15,145
Iced Chai Tea Latte,Venti,NA,Coconut,NA,709,300,6,6,0,0,135,61,0,57,1,0,0,0.02,0.02,145
Earl Grey Brewed Tea,Short,NA,NA,NA,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40+
Earl Grey Brewed Tea,Tall,NA,NA,NA,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40+
Earl Grey Brewed Tea,Grande,NA,NA,NA,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40+
Earl Grey Brewed Tea,Venti,NA,NA,NA,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40+
Emperor's Clouds and Mist Brewed Tea,Short,NA,NA,NA,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1--15
Emperor's Clouds and Mist Brewed Tea,Tall,NA,NA,NA,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1--15
Emperor's Clouds and Mist Brewed Tea,Grande,NA,NA,NA,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16-25
Emperor's Clouds and Mist Brewed Tea,Venti,NA,NA,NA,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16-25
English Breakfast Black Brewed Tea,Short,NA,NA,NA,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40+
English Breakfast Black Brewed Tea,Tall,NA,NA,NA,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40+
English Breakfast Black Brewed Tea,Grande,NA,NA,NA,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40+
English Breakfast Black Brewed Tea,Venti,NA,NA,NA,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40+
English Breakfast Black Tea Latte,Short,NA,Nonfat,NA,236,80,0.1,0.1,0,0,50,15,0,15,4,0.06,0,0.15,0,40+
English Breakfast Black Tea Latte,Short,NA,2%,NA,236,100,2,1.5,0.1,10,55,15,0,15,4,0.06,0,0.1,0,40+
English Breakfast Black Tea Latte,Short,NA,Whole,NA,236,110,3.5,2,0.1,10,50,15,0,15,4,0.06,0,0.1,0,40+
English Breakfast Black Tea Latte,Short,NA,Soy,NA,236,80,1.5,0.2,0,0,40,13,0,12,3,0.04,0,0.1,0.06,40+
English Breakfast Black Tea Latte,Short,NA,Coconut,NA,236,80,2.5,2.5,0,0,45,14,0,13,0.2,0,0,0,0,40+
English Breakfast Black Tea Latte,Tall,NA,Nonfat,NA,354,110,0.1,0.1,0,5,70,23,0,23,5,0.1,0,0.2,0,40+
English Breakfast Black Tea Latte,Tall,NA,2%,NA,354,140,3,2,0.1,15,80,23,0,23,5,0.08,0,0.2,0,40+
English Breakfast Black Tea Latte,Tall,NA,Whole,NA,354,160,5,3,0.2,15,75,23,0,23,5,0.08,0,0.15,0,40+
English Breakfast Black Tea Latte,Tall,NA,Soy,NA,354,120,2.5,0.3,0,0,60,20,1,18,4,0.06,0,0.2,0.08,40+
English Breakfast Black Tea Latte,Tall,NA,Coconut,NA,354,120,3.5,3.5,0,0,70,20,0,20,0.4,0,0,0,0,40+
English Breakfast Black Tea Latte,Grande,NA,Nonfat,NA,473,150,0.2,0.1,0,5,95,30,0,30,7,0.15,0,0.25,0,40+
English Breakfast Black Tea Latte,Grande,NA,2%,NA,473,180,4,2.5,0.2,15,105,30,0,30,7,0.1,0,0.25,0,40+
English Breakfast Black Tea Latte,Grande,NA,Whole,NA,473,210,7,4,0.2,20,95,30,0,30,7,0.1,0,0.2,0,40+
English Breakfast Black Tea Latte,Grande,NA,Soy,NA,473,160,3,0.4,0,0,80,26,1,24,6,0.08,0,0.25,0.1,40+
English Breakfast Black Tea Latte,Grande,NA,Coconut,NA,473,150,4.5,4.5,0,0,90,27,0,26,0.5,0,0,0,0,40+
English Breakfast Black Tea Latte,Venti,NA,Nonfat,NA,591,190,0.2,0.1,0,5,120,38,0,38,9,0.15,0,0.3,0,40+
English Breakfast Black Tea Latte,Venti,NA,2%,NA,591,230,5,3.5,0.2,20,135,38,0,38,9,0.15,0,0.3,0,40+
English Breakfast Black Tea Latte,Venti,NA,Whole,NA,591,260,9,5,0.3,25,125,38,0,38,8,0.15,0,0.3,0,40+
English Breakfast Black Tea Latte,Venti,NA,Soy,NA,591,200,4,0.5,0,0,105,33,1,31,7,0.1,0,0.3,0.15,40+
English Breakfast Black Tea Latte,Venti,NA,Coconut,NA,591,190,6,6,0,0,115,34,0,33,1,0,0,0,0,40+
Green Tea Latte,Short,NA,Nonfat,NA,236,80,0.2,0.1,0,5,70,14,0,14,6,0.1,0.04,0.2,0.02,30
Green Tea Latte,Short,NA,2%,NA,236,110,3.5,2,0.1,15,80,14,0,14,6,0.1,0.06,0.2,0.02,30
Green Tea Latte,Short,NA,Whole,NA,236,130,6,3,0.2,15,75,14,0,14,6,0.08,0.04,0.2,0.02,30
Green Tea Latte,Short,NA,Soy,NA,236,90,3,0.4,0,0,65,11,1,9,5,0.08,0.04,0.2,0.1,30
Green Tea Latte,Short,NA,Coconut,NA,236,80,3.5,3.5,0,0,65,11,0,11,1,0,0.04,0,0.02,30
Green Tea Latte,Tall,NA,Nonfat,NA,354,140,0.3,0.2,0,5,115,25,1,24,10,0.2,0.1,0.3,0.04,55
Green Tea Latte,Tall,NA,2%,NA,354,190,5,3.5,0.2,20,125,25,1,24,10,0.15,0.1,0.3,0.02,55
Green Tea Latte,Tall,NA,Whole,NA,354,220,9,5,0.3,25,115,25,1,24,9,0.15,0.1,0.3,0.04,55
Green Tea Latte,Tall,NA,Soy,NA,354,160,4.5,0.5,0,0,105,20,2,17,8,0.1,0.1,0.3,0.15,55
Green Tea Latte,Tall,NA,Coconut,NA,354,140,6,6,0,0,105,21,1,19,1,0.02,0.1,0,0.02,55
Green Tea Latte,Grande,NA,Nonfat,NA,473,190,0.4,0.2,0,5,140,34,1,33,12,0.2,0.15,0.4,0.04,80
Green Tea Latte,Grande,NA,2%,NA,473,240,7,4.5,0.3,25,160,34,1,32,12,0.2,0.15,0.4,0.04,80
Green Tea Latte,Grande,NA,Whole,NA,473,280,11,6,0.3,35,150,34,1,32,12,0.2,0.15,0.35,0.04,80
Green Tea Latte,Grande,NA,Soy,NA,473,210,6,0.5,0,0,130,28,3,24,10,0.15,0.15,0.4,0.2,80
Green Tea Latte,Grande,NA,Coconut,NA,473,190,8,7,0,0,135,29,1,27,2,0.02,0.15,0.02,0.04,80
Green Tea Latte,Venti,NA,Nonfat,NA,591,250,0.5,0.3,0,10,190,45,2,44,16,0.3,0.2,0.5,0.06,110
Green Tea Latte,Venti,NA,2%,NA,591,320,9,6,0.4,35,210,45,2,43,16,0.25,0.2,0.5,0.06,110
Green Tea Latte,Venti,NA,Whole,NA,591,370,15,8,0.4,45,190,45,2,43,15,0.25,0.2,0.45,0.06,110
Green Tea Latte,Venti,NA,Soy,NA,591,280,7,1,0,0,170,38,3,32,14,0.2,0.2,0.5,0.3,110
Green Tea Latte,Venti,NA,Coconut,NA,591,250,10,9,0,0,180,38,2,36,2,0.02,0.2,0.02,0.06,110
Iced Green Tea Latte,Tall,NA,Nonfat,NA,354,120,0.3,0.1,0,5,95,22,1,21,8,0.15,0.1,0.25,0.04,55
Iced Green Tea Latte,Tall,NA,2%,NA,354,160,4.5,2.5,0.2,15,105,22,1,21,8,0.15,0.1,0.25,0.02,55
Iced Green Tea Latte,Tall,NA,Whole,NA,354,180,7,4,0.2,20,95,22,1,21,7,0.1,0.1,0.25,0.04,55
Iced Green Tea Latte,Tall,NA,Soy,NA,354,140,3.5,0.5,0,0,85,18,2,16,7,0.1,0.1,0.25,0.15,55
Iced Green Tea Latte,Tall,NA,Coconut,NA,354,120,4.5,4.5,0,0,90,19,1,18,1,0.02,0.1,0.02,0.02,55
Iced Green Tea Latte,Grande,NA,Nonfat,NA,473,170,0.4,0.2,0,5,130,32,1,31,11,0.2,0.15,0.35,0.04,80
Iced Green Tea Latte,Grande,NA,2%,NA,473,220,6,3.5,0.2,25,140,31,1,30,11,0.2,0.15,0.35,0.04,80
Iced Green Tea Latte,Grande,NA,Whole,NA,473,250,10,5,0.3,30,130,31,1,30,10,0.15,0.15,0.3,0.04,80
Iced Green Tea Latte,Grande,NA,Soy,NA,473,190,5,0.5,0,0,115,27,2,23,9,0.15,0.15,0.35,0.2,80
Iced Green Tea Latte,Grande,NA,Coconut,NA,473,170,7,6,0,0,120,27,1,25,2,0.02,0.15,0.02,0.04,80
Iced Green Tea Latte,Venti,NA,Nonfat,NA,709,240,0.5,0.3,0,10,180,44,2,42,15,0.25,0.2,0.5,0.06,110
Iced Green Tea Latte,Venti,NA,2%,NA,709,310,8,5,0.4,35,200,43,2,41,15,0.25,0.2,0.45,0.06,110
Iced Green Tea Latte,Venti,NA,Whole,NA,709,350,14,8,0.4,40,190,43,2,41,14,0.2,0.2,0.45,0.06,110
Iced Green Tea Latte,Venti,NA,Soy,NA,709,270,7,1,0,0,170,37,3,32,13,0.2,0.2,0.5,0.25,110
Iced Green Tea Latte,Venti,NA,Coconut,NA,709,240,9,9,0,0,170,37,2,35,2,0.02,0.2,0.02,0.06,110
Iced Green Tea,Tall,NA,NA,NA,354,60,0,0,0,0,5,15,0,15,0,0,0,0,0,20-25
Iced Green Tea,Grande,NA,NA,NA,473,80,0,0,0,0,10,20,0,20,0,0,0,0,0,25-30
Iced Green Tea,Venti,NA,NA,NA,709,120,0,0,0,0,15,30,0,30,0,0,0,0.02,0,40-45
Iced Green Tea,Trenta,NA,NA,NA,887,140,0,0,0,0,20,35,0,34,0,0,0,0.02,0,50-55
Iced Green Tea Lemonade,Tall,NA,NA,NA,354,90,0,0,0,0,5,24,0,24,0.1,0,0.1,0,0,20-25
Iced Green Tea Lemonade,Grande,NA,NA,NA,473,120,0,0,0,0,5,32,0,32,0.1,0,0.15,0,0,25-30
Iced Green Tea Lemonade,Venti,NA,NA,NA,709,190,0,0,0,0,10,48,0,47,0.1,0,0.2,0.02,0,40-45
Iced Green Tea Lemonade,Trenta,NA,NA,NA,887,220,0,0,0,0,10,58,0,57,0.1,0,0.25,0.02,0,50-55
Jade Citrus Mint Brewed Tea,Short,NA,NA,NA,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16-25
Jade Citrus Mint Brewed Tea,Tall,NA,NA,NA,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16-25
Jade Citrus Mint Brewed Tea,Grande,NA,NA,NA,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40+
Jade Citrus Mint Brewed Tea,Venti,NA,NA,NA,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40+
London Fog Tea Latte,Short,NA,Nonfat,NA,236,80,0.1,0.1,0,0,50,15,0,15,4,0.06,0,0.15,0,40+
London Fog Tea Latte,Short,NA,2%,NA,236,100,2,1.5,0.1,10,55,15,0,15,4,0.06,0,0.1,0,40+
London Fog Tea Latte,Short,NA,Whole,NA,236,110,3.5,2,0.1,10,50,15,0,15,4,0.06,0,0.1,0,40+
London Fog Tea Latte,Short,NA,Soy,NA,236,80,1.5,0.2,0,0,40,13,0,12,3,0.04,0,0.1,0.06,40+
London Fog Tea Latte,Short,NA,Coconut,NA,236,80,2.5,2.5,0,0,45,14,0,13,0.2,0,0,0,0,40+
London Fog Tea Latte,Tall,NA,Nonfat,NA,354,110,0.1,0.1,0,5,70,23,0,23,5,0.1,0,0.2,0,40+
London Fog Tea Latte,Tall,NA,2%,NA,354,140,3,2,0.1,15,80,23,0,23,5,0.08,0,0.2,0,40+
London Fog Tea Latte,Tall,NA,Whole,NA,354,160,5,3,0.2,15,75,23,0,23,5,0.08,0,0.15,0,40+
London Fog Tea Latte,Tall,NA,Soy,NA,354,120,2.5,0.3,0,0,60,20,1,18,4,0.06,0,0.2,0.08,40+
London Fog Tea Latte,Tall,NA,Coconut,NA,354,120,3.5,3.5,0,0,70,20,0,20,0.4,0,0,0,0,40+
London Fog Tea Latte,Grande,NA,Nonfat,NA,473,150,0.2,0.1,0,5,95,30,0,30,7,0.15,0,0.25,0,40+
London Fog Tea Latte,Grande,NA,2%,NA,473,180,4,2.5,0.2,15,105,30,0,30,7,0.1,0,0.25,0,40+
London Fog Tea Latte,Grande,NA,Whole,NA,473,210,7,4,0.2,20,95,30,0,30,7,0.1,0,0.2,0,40+
London Fog Tea Latte,Grande,NA,Soy,NA,473,160,3,0.4,0,0,80,26,1,24,6,0.08,0,0.25,0.1,40+
London Fog Tea Latte,Grande,NA,Coconut,NA,473,150,4.5,4.5,0,0,90,27,0,26,0.5,0,0,0,0,40+
London Fog Tea Latte,Venti,NA,Nonfat,NA,591,190,0.2,0.1,0,5,120,38,0,38,9,0.15,0,0.3,0,40+
London Fog Tea Latte,Venti,NA,2%,NA,591,230,5,3.5,0.2,20,135,38,0,38,9,0.15,0,0.3,0,40+
London Fog Tea Latte,Venti,NA,Whole,NA,591,260,9,5,0.3,25,125,38,0,38,8,0.15,0,0.3,0,40+
London Fog Tea Latte,Venti,NA,Soy,NA,591,200,4,0.5,0,0,105,33,1,31,7,0.1,0,0.3,0.15,40+
London Fog Tea Latte,Venti,NA,Coconut,NA,591,190,6,6,0,0,115,34,0,33,1,0,0,0,0,40+
Iced Mango Black Tea,Tall,NA,NA,NA,354,60,0.1,0,0,0,10,14,0,14,0,0,0,0,0,20-25
Iced Mango Black Tea,Grande,NA,NA,NA,473,80,0.2,0,0,0,10,19,0,19,0,0,0,0,0,25-30
Iced Mango Black Tea,Venti,NA,NA,NA,709,120,0.3,0,0,0,15,29,0,28,0,0,0,0.02,0,40-45
Iced Mango Black Tea,Trenta,NA,NA,NA,887,140,0.3,0,0,0,20,34,0,33,0,0,0,0.02,0,50-55
Iced Mango Black Tea Lemonade,Tall,NA,NA,NA,354,90,0.1,0,0,0,5,24,0,23,0.1,0,0.1,0,0,20-25
Iced Mango Black Tea Lemonade,Grande,NA,NA,NA,473,120,0.2,0,0,0,10,31,0,31,0.1,0,0.15,0,0,25-30
Iced Mango Black Tea Lemonade,Venti,NA,NA,NA,709,190,0.3,0,0,0,10,47,0,46,0.1,0,0.2,0.02,0,40-45
Iced Mango Black Tea Lemonade,Trenta,NA,NA,NA,887,230,0.3,0,0,0,15,58,0,57,0.1,0,0.25,0.02,0,50-55
Mint Majesty Brewed Tea,Short,NA,NA,NA,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mint Majesty Brewed Tea,Tall,NA,NA,NA,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mint Majesty Brewed Tea,Grande,NA,NA,NA,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mint Majesty Brewed Tea,Venti,NA,NA,NA,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oprah Chai Herbal Brewed Tea,Short,NA,NA,NA,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oprah Chai Herbal Brewed Tea,Tall,NA,NA,NA,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oprah Chai Herbal Brewed Tea,Grande,NA,NA,NA,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oprah Chai Herbal Brewed Tea,Venti,NA,NA,NA,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oprah Cinnamon Chai Brewed Tea,Short,NA,NA,NA,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1--15
Oprah Cinnamon Chai Brewed Tea,Tall,NA,NA,NA,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1--15
Oprah Cinnamon Chai Brewed Tea,Grande,NA,NA,NA,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16-25
Oprah Cinnamon Chai Brewed Tea,Venti,NA,NA,NA,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16-25
Oprah Cinnamon Chai Latte,Short,NA,Nonfat,NA,236,80,0.1,0.1,0,0,45,17,0,16,4,0.06,0,0.1,0,25
Oprah Cinnamon Chai Latte,Short,NA,2%,NA,236,100,2,1.5,0.1,10,50,16,0,15,3,0.06,0,0.1,0,25
Oprah Cinnamon Chai Latte,Short,NA,Whole,NA,236,110,3.5,2,0.1,10,50,16,0,15,3,0.04,0,0.1,0,25
Oprah Cinnamon Chai Latte,Short,NA,Soy,NA,236,90,1.5,0.2,0,0,40,15,0,13,3,0.04,0,0.1,0.06,25
Oprah Cinnamon Chai Latte,Short,NA,Coconut,NA,236,80,2.5,2.5,0,0,45,15,0,14,0.2,0,0,0,0,25
Oprah Cinnamon Chai Latte,Tall,NA,Nonfat,NA,354,130,0.1,0.1,0,5,70,25,0,23,5,0.1,0,0.2,0,40
Oprah Cinnamon Chai Latte,Tall,NA,2%,NA,354,150,3,2,0.1,15,80,25,0,23,5,0.08,0,0.2,0,40
Oprah Cinnamon Chai Latte,Tall,NA,Whole,NA,354,170,5,3,0.2,15,70,25,0,23,5,0.08,0,0.15,0,40
Oprah Cinnamon Chai Latte,Tall,NA,Soy,NA,354,130,2.5,0.3,0,0,60,22,1,19,4,0.06,0,0.2,0.08,40
Oprah Cinnamon Chai Latte,Tall,NA,Coconut,NA,354,130,3.5,3.5,0,0,70,22,0,21,0.4,0,0,0,0,40
Oprah Cinnamon Chai Latte,Grande,NA,Nonfat,NA,473,170,0.2,0.1,0,5,90,33,0,31,7,0.15,0,0.25,0,50
Oprah Cinnamon Chai Latte,Grande,NA,2%,NA,473,200,4,2.5,0.2,15,100,33,0,31,7,0.1,0,0.25,0,50
Oprah Cinnamon Chai Latte,Grande,NA,Whole,NA,473,220,7,4,0.2,20,95,33,0,31,7,0.1,0,0.2,0.02,50
Oprah Cinnamon Chai Latte,Grande,NA,Soy,NA,473,170,3,0.4,0,0,80,29,1,25,6,0.08,0,0.25,0.1,50
Oprah Cinnamon Chai Latte,Grande,NA,Coconut,NA,473,170,4.5,4.5,0,0,90,30,0,28,0.5,0,0,0,0,50
Oprah Cinnamon Chai Latte,Venti,NA,Nonfat,NA,591,210,0.2,0.1,0,5,115,41,0,39,9,0.15,0,0.3,0,65
