NAME,SIZE,ROAST,MILK,WHIP,SERVING_SIZE_ml,CALORIES,TOTAL_FAT_g,SATURATED_FAT_g,TRANS_FAT_g,CHOLESTEROL_mg,SODIUM_mg,TOTAL_CARB_g,DIETARY_FIBER_g,SUGAR_g,PROTEIN_g,VIT_A_pcdv,VIT_C_pcdv,CALCIUM_pcdv,IRON_pcdv,CAFFEINE_mg
Brewed Coffee,Short,Dark,NA,NA,236,3,0.1,0,0,0,5,0,0,0,0.3,0,0,0,0,130
Brewed Coffee,Tall,Dark,NA,NA,354,4,0.1,0,0,0,10,0,0,0,0.5,0,0,0,0,193
Brewed Coffee,Grande,Dark,NA,NA,473,5,0.1,0,0,0,10,0,0,0,1,0,0,0,0,260
Brewed Coffee,Venti,Dark,NA,NA,591,5,0.1,0,0,0,10,0,0,0,1,0,0,0.02,0,340
Brewed Coffee,1 - 236 serving,Dark,NA,NA,236,3,0.1,0,0,0,5,0,0,0,0.3,0,0,0,0,130
Brewed Coffee,Short,Decaf,NA,NA,236,3,0.1,0,0,0,5,0,0,0,0.3,0,0,0,0,15
Brewed Coffee,Tall,Decaf,NA,NA,354,4,0.1,0,0,0,10,0,0,0,0.5,0,0,0,0,20
Brewed Coffee,Grande,Decaf,NA,NA,473,5,0.1,0,0,0,10,0,0,0,1,0,0,0,0,25
Brewed Coffee,Venti,Decaf,NA,NA,591,5,0.1,0,0,0,10,0,0,0,1,0,0,0,0,30
Brewed Coffee,1 - 236 serving,Decaf,NA,NA,236,3,0.1,0,0,0,5,0,0,0,0.3,0,0,0,0,15
Brewed Coffee,Short,Medium,NA,NA,236,3,0.1,0,0,0,5,0,0,0,0.3,0,0,0,0,155
Brewed Coffee,Tall,Medium,NA,NA,354,4,0.1,0,0,0,10,0,0,0,0.5,0,0,0,0,235
Brewed Coffee,Grande,Medium,NA,NA,473,5,0.1,0,0,0,10,0,0,0,1,0,0,0,0,310
Brewed Coffee,Venti,Medium,NA,NA,591,5,0.1,0,0,0,10,0,0,0,1,0,0,0.02,0,410
Brewed Coffee,1 - 236 serving,Medium,NA,NA,236,3,0.1,0,0,0,5,0,0,0,0.3,0,0,0,0,155
Brewed Coffee,Short,Blonde,NA,NA,236,3,0.1,0,0,0,5,0,0,0,0.3,0,0,0,0,180
Brewed Coffee,Tall,Blonde,NA,NA,354,4,0.1,0,0,0,10,0,0,0,0.5,0,0,0,0,270
Brewed Coffee,Grande,Blonde,NA,NA,473,5,0.1,0,0,0,10,0,0,0,1,0,0,0,0,360
Brewed Coffee,Venti,Blonde,NA,NA,591,5,0.1,0,0,0,10,0,0,0,1,0,0,0.02,0,475
Brewed Coffee,1 - 236 serving,Blonde,NA,NA,236,3,0.1,0,0,0,5,0,0,0,0.3,0,0,0,0,180
Caffe Misto,Short,NA,Nonfat,NA,236,35,0.1,0.1,0,0,45,5,0,5,4,0.06,0,0.1,0,75
Caffe Misto,Short,NA,2%,NA,236,50,2,1,0.1,10,50,5,0,5,4,0.06,0,0.1,0,75
Caffe Misto,Short,NA,Whole,NA,236,70,3.5,2,0.1,10,50,5,0,5,3,0.04,0,0.1,0,75
Caffe Misto,Short,NA,Soy,NA,236,40,1.5,0.2,0,0,40,3,0,2,3,0.04,0,0.1,0.06,75
Caffe Misto,Short,NA,Coconut,NA,236,40,2.5,2.5,0,0,45,4,0,3,0.4,0,0,0,0,75
Caffe Misto,Tall,NA,Nonfat,NA,354,60,0.2,0.1,0,5,70,8,0,8,6,0.1,0,0.2,0,115
Caffe Misto,Tall,NA,2%,NA,354,80,3,1.5,0.1,15,80,8,0,8,5,0.08,0,0.2,0,115
Caffe Misto,Tall,NA,Whole,NA,354,100,5,3,0.2,15,70,8,0,8,5,0.08,0,0.15,0,115
Caffe Misto,Tall,NA,Soy,NA,354,60,2.5,0.3,0,0,60,5,1,4,4,0.06,0,0.2,0.08,115
Caffe Misto,Tall,NA,Coconut,NA,354,60,3.5,3.5,0,0,70,6,0,5,1,0,0,0,0,115
Caffe Misto,Grande,NA,Nonfat,NA,473,70,0.2,0.1,0,5,90,10,0,10,7,0.15,0,0.25,0,150
Caffe Misto,Grande,NA,2%,NA,473,110,4,2,0.1,15,100,10,0,10,7,0.1,0,0.25,0,150
Caffe Misto,Grande,NA,Whole,NA,473,130,7,4,0.2,20,95,10,0,10,7,0.1,0,0.2,0,150
Caffe Misto,Grande,NA,Soy,NA,473,80,3,0.4,0,0,80,6,1,5,6,0.08,0,0.25,0.1,150
Caffe Misto,Grande,NA,Coconut,NA,473,70,4.5,4.5,0,0,90,7,0,7,1,0,0,0,0,150
Caffe Misto,Venti,NA,Nonfat,NA,591,90,0.3,0.2,0,5,115,13,0,13,9,0.15,0,0.3,0,195
Caffe Misto,Venti,NA,2%,NA,591,130,5,2.5,0.2,20,130,13,0,13,9,0.15,0,0.3,0,195
Caffe Misto,Venti,NA,Whole,NA,591,160,9,5,0.3,25,120,13,0,13,9,0.1,0,0.25,0,195
Caffe Misto,Venti,NA,Soy,NA,591,100,4,0.5,0,0,100,8,1,6,7,0.1,0,0.3,0.15,195
Caffe Misto,Venti,NA,Coconut,NA,591,80,5,4.5,0,0,90,7,0,7,1,0,0,0,0,195
Brewed Coffee,Short,Dark,NA,NA,236,10,0,0,0,0,5,0,0,0,0,0,0,0,0,190
Brewed Coffee,Tall,Dark,NA,NA,354,10,0,0,0,0,10,0,0,0,0,0,0,0,0,280
Brewed Coffee,Grande,Dark,NA,NA,473,10,0,0,0,0,10,0,0,0,1,0,0,0,0,380
Brewed Coffee,Venti,Dark,NA,NA,591,10,0,0,0,0,10,0,0,0,1,0,0,0,0,470
Brewed Coffee,Short,Light,NA,NA,236,10,0,0,0,0,5,0,0,0,0,0,0,0,0,155
Brewed Coffee,Tall,Light,NA,NA,354,10,0,0,0,0,10,0,0,0,0,0,0,0,0,255
Brewed Coffee,Grande,Light,NA,NA,473,10,0,0,0,0,10,0,0,0,1,0,0,0,0,340
Brewed Coffee,Venti,Light,NA,NA,591,10,0,0,0,0,10,0,0,0,1,0,0,0,0,425
Brewed Coffee,Short,Medium,NA,NA,236,10,0,0,0,0,5,0,0,0,0,0,0,0,0,170
Brewed Coffee,Tall,Medium,NA,NA,354,10,0,0,0,0,10,0,0,0,0,0,0,0,0,280
Brewed Coffee,Grande,Medium,NA,NA,473,10,0,0,0,0,10,0,0,0,1,0,0,0,0,375
Brewed Coffee,Venti,Medium,NA,NA,591,10,0,0,0,0,10,0,0,0,1,0,0,0,0,445
Iced Coffee,Tall,NA,NA,NA,354,60,0,0,0,0,10,15,0,15,0.2,0,0,0,0,120
Iced Coffee,Grande,NA,NA,NA,473,80,0.1,0,0,0,10,20,0,20,0.3,0,0,0.02,0,165
Iced Coffee,Venti,NA,NA,NA,709,120,0.1,0,0,0,15,30,0,30,0.4,0,0,0.02,0,235
Iced Coffee,Trenta,NA,NA,NA,887,160,0.1,0,0,0,15,40,0,39,1,0,0,0.02,0,280
Iced Coffee,Tall,NA,Nonfat,NA,354,80,0.1,0,0,0,30,17,0,17,2,0.02,0,0.06,0,90
Iced Coffee,Tall,NA,2%,NA,354,80,1,0.5,0,5,30,17,0,17,2,0.02,0,0.06,0,90
Iced Coffee,Tall,NA,Whole,NA,354,90,1.5,1,0,5,30,17,0,17,2,0.02,0,0.06,0,90
Iced Coffee,Tall,NA,Soy,NA,354,80,1,0.1,0,0,25,16,0,16,2,0.02,0,0.06,0.02,90
Iced Coffee,Tall,NA,Coconut,NA,354,80,1,1,0,0,25,17,0,16,0.3,0,0,0,0,110
Iced Coffee,Grande,NA,Nonfat,NA,473,100,0.1,0,0,0,35,23,0,23,2,0.04,0,0.08,0,125
Iced Coffee,Grande,NA,2%,NA,473,110,1.5,1,0.1,5,40,23,0,23,2,0.04,0,0.08,0,125
Iced Coffee,Grande,NA,Whole,NA,473,120,2,1,0.1,5,35,23,0,23,2,0.02,0,0.08,0,125
Iced Coffee,Grande,NA,Soy,NA,473,110,1,0.1,0,0,35,22,0,21,2,0.02,0,0.08,0.04,125
Iced Coffee,Grande,NA,Coconut,NA,473,100,1.5,1.5,0,0,35,22,0,22,0.4,0,0,0,0,150
Iced Coffee,Venti,NA,Nonfat,NA,709,160,0.1,0.1,0,0,60,35,0,35,4,0.06,0,0.15,0,170
Iced Coffee,Venti,NA,2%,NA,709,170,2,1.5,0.1,10,65,35,0,35,4,0.06,0,0.15,0,170
Iced Coffee,Venti,NA,Whole,NA,709,190,3.5,2,0.1,10,60,35,0,35,4,0.04,0,0.1,0,170
Iced Coffee,Venti,NA,Soy,NA,709,160,1.5,0.2,0,0,55,33,0,32,3,0.04,0,0.15,0.06,170
Iced Coffee,Venti,NA,Coconut,NA,709,160,2.5,2,0,0,55,33,0,33,1,0,0,0.02,0,205
Iced Coffee,Trenta,NA,Nonfat,NA,887,210,0.2,0.1,0,5,70,46,0,46,5,0.08,0,0.15,0,190
Iced Coffee,Trenta,NA,2%,NA,887,230,3,1.5,0.1,10,80,46,0,46,5,0.08,0,0.15,0,190
Iced Coffee,Trenta,NA,Whole,NA,887,240,4.5,2.5,0.1,15,75,46,0,46,5,0.06,0,0.15,0,190
Iced Coffee,Trenta,NA,Soy,NA,887,220,2,0.3,0,0,65,44,1,43,4,0.06,0,0.15,0.08,190
Iced Coffee,Trenta,NA,Coconut,NA,887,210,3,3,0,0,70,44,0,44,1,0,0,0.02,0,190
Cold Brewed Coffee,Tall,NA,NA,NA,354,2,0,0,0,0,10,0,0,0,0.1,0,0,0,0,150
Cold Brewed Coffee,Grande,NA,NA,NA,473,3,0,0,0,0,15,0,0,0,0.2,0,0,0.02,0,200
Cold Brewed Coffee,Venti,NA,NA,NA,709,4,0,0,0,0,20,0,0,0,0.3,0,0,0.02,0,300
Cold Brewed Coffee,Trenta,NA,NA,NA,887,5,0,0,0,0,25,0,0,0,0.3,0,0,0.02,0,330
Vanilla Sweet Cream Cold Brew,Tall,NA,NA,NA,354,100,6,3.5,0.2,20,20,12,0,12,1,0.06,0,0.02,0,140
Vanilla Sweet Cream Cold Brew,Grande,NA,NA,NA,473,110,6,3.5,0.2,20,25,14,0,14,1,0.06,0,0.04,0,185
Vanilla Sweet Cream Cold Brew,Venti,NA,NA,NA,709,200,11,7,0.3,40,40,24,0,24,1,0.15,0,0.06,0,275
Vanilla Sweet Cream Cold Brew,Trenta,NA,NA,NA,887,210,11,7,0.3,40,45,26,0,26,2,0.15,0,0.06,0,320
Caffe Americano,Short,NA,NA,NA,236,5,0,0,0,0,5,1,0,0,0,0,0,0,0,75
Caffe Americano,Tall,NA,NA,NA,354,10,0,0,0,0,10,2,0,0,1,0,0,0.02,0,150
Caffe Americano,Grande,NA,NA,NA,473,15,0,0,0,0,15,3,0,0,1,0,0,0.02,0,225
Caffe Americano,Venti,NA,NA,NA,591,25,0,0,0,0,15,4,0,0,1,0,0,0.02,0,300
Iced Caffe Americano,Tall,NA,NA,NA,354,10,0,0,0,0,10,2,0,0,1,0,0,0.02,0,150
Iced Caffe Americano,Grande,NA,NA,NA,473,15,0,0,0,0,15,3,0,0,1,0,0,0.02,0,225
Iced Caffe Americano,Venti,NA,NA,NA,709,25,0,0,0,0,20,4,0,0,1,0,0,0.02,0,300
Caffe Latte,Short,NA,Nonfat,NA,236,70,0.1,0.1,0,5,75,10,0,9,6,0.1,0,0.2,0,75
Caffe Latte,Short,NA,2%,NA,236,100,3.5,2.5,0.2,15,85,10,0,9,6,0.1,0,0.2,0,75
Caffe Latte,Short,NA,Whole,NA,236,110,6,3.5,0.2,20,75,10,0,9,6,0.08,0,0.2,0,75
Caffe Latte,Short,NA,Soy,NA,236,70,2.5,0.4,0,0,65,6,1,4,5,0.06,0,0.2,0.08,75
Caffe Latte,Short,NA,Coconut,NA,236,70,4,4,0,0,75,7,0,6,1,0,0,0,0,75
Caffe Latte,Tall,NA,Nonfat,NA,354,100,0.2,0.2,0,5,120,15,0,14,10,0.15,0,0.3,0,75
Caffe Latte,Tall,NA,2%,NA,354,150,6,3.5,0.2,25,135,15,0,14,10,0.15,0,0.3,0,75
Caffe Latte,Tall,NA,Whole,NA,354,180,9,5,0.3,30,125,15,0,14,9,0.15,0,0.3,0,75
Caffe Latte,Tall,NA,Soy,NA,354,110,4.5,0.5,0,0,105,10,1,6,8,0.1,0,0.3,0.15,75
Caffe Latte,Tall,NA,Coconut,NA,354,110,7,6,0,0,120,11,0,10,1,0,0,0,0,75
Caffe Latte,Grande,NA,Nonfat,NA,473,130,0.3,0.2,0,5,150,19,0,18,13,0.2,0,0.4,0,150
Caffe Latte,Grande,NA,2%,NA,473,190,7,4.5,0.3,30,170,19,0,17,12,0.2,0.02,0.4,0,150
Caffe Latte,Grande,NA,Whole,NA,473,230,11,7,0.3,35,150,19,0,17,12,0.15,0,0.35,0,150
Caffe Latte,Grande,NA,Soy,NA,473,150,5,0.5,0,0,130,13,1,8,10,0.15,0,0.4,0.15,150
Caffe Latte,Grande,NA,Coconut,NA,473,140,8,8,0,0,150,14,0,12,1,0,0,0,0,150
Caffe Latte,Venti,NA,Nonfat,NA,591,170,0.4,0.3,0,10,190,25,0,23,16,0.3,0,0.5,0,150
Caffe Latte,Venti,NA,2%,NA,591,240,9,6,0.4,35,220,24,0,22,16,0.25,0.02,0.5,0,150
Caffe Latte,Venti,NA,Whole,NA,591,290,15,9,0.5,45,200,24,0,22,15,0.2,0,0.5,0,150
Caffe Latte,Venti,NA,Soy,NA,591,190,7,1,0,0,170,16,2,11,13,0.2,0,0.5,0.25,150
Caffe Latte,Venti,NA,Coconut,NA,591,170,11,10,0,0,200,18,0,16,2,0,0,0,0,150
Iced Caffe Latte,Tall,NA,Nonfat,NA,354,70,0.1,0.1,0,5,80,10,0,9,6,0.1,0,0.2,0,75
Iced Caffe Latte,Tall,NA,2%,NA,354,100,3.5,2,0.1,15,90,10,0,9,6,0.1,0,0.2,0,75
Iced Caffe Latte,Tall,NA,Whole,NA,354,120,6,3.5,0.2,20,85,10,0,9,6,0.08,0,0.2,0,75
Iced Caffe Latte,Tall,NA,Soy,NA,354,80,3,0.4,0,0,75,7,1,4,5,0.08,0,0.2,0.1,75
Iced Caffe Latte,Tall,NA,Coconut,NA,354,70,4,4,0,0,80,7,0,6,1,0,0,0,0,75
Iced Caffe Latte,Grande,NA,Nonfat,NA,473,90,0.2,0.1,0,5,105,13,0,11,8,0.15,0,0.25,0,150
Iced Caffe Latte,Grande,NA,2%,NA,473,130,4.5,2.5,0.1,20,115,13,0,11,8,0.15,0,0.25,0,150
Iced Caffe Latte,Grande,NA,Whole,NA,473,150,7,4.5,0.2,25,105,13,0,11,8,0.1,0,0.25,0,150
Iced Caffe Latte,Grande,NA,Soy,NA,473,100,3.5,0.5,0,0,95,9,1,5,7,0.1,0,0.25,0.1,150
Iced Caffe Latte,Grande,NA,Coconut,NA,473,90,5,5,0,0,105,10,0,8,1,0,0,0,0,150
Iced Caffe Latte,Venti,NA,Nonfat,NA,709,130,0.3,0.2,0,5,140,19,0,16,12,0.2,0,0.35,0,225
Iced Caffe Latte,Venti,NA,2%,NA,709,180,6,3,0.2,25,160,18,0,15,12,0.2,0.02,0.35,0,225
Iced Caffe Latte,Venti,NA,Whole,NA,709,210,10,6,0.3,30,150,18,0,15,11,0.15,0,0.35,0,225
Iced Caffe Latte,Venti,NA,Soy,NA,709,150,5,0.5,0,0,130,13,1,8,10,0.15,0,0.4,0.15,225
Iced Caffe Latte,Venti,NA,Coconut,NA,709,130,7,7,0,0,150,14,0,11,2,0,0,0.02,0,225
Caffe Mocha,Short,NA,Nonfat,FALSE,236,120,1.5,1,0,5,65,21,2,17,7,0.08,0,0.15,0.15,90
Caffe Mocha,Short,NA,Nonfat,TRUE,236,180,6,4,0.2,20,70,23,2,18,7,0.15,0,0.2,0.15,90
Caffe Mocha,Short,NA,2%,FALSE,236,150,4,2.5,0.1,10,70,21,2,17,7,0.08,0,0.15,0.15,90
Caffe Mocha,Short,NA,2%,TRUE,236,200,9,6,0.3,30,75,22,2,18,7,0.15,0,0.2,0.15,90
Caffe Mocha,Short,NA,Whole,FALSE,236,160,6,3.5,0.1,15,65,21,2,17,6,0.06,0,0.15,0.15,90
Caffe Mocha,Short,NA,Whole,TRUE,236,210,11,7,0.3,35,70,22,2,18,7,0.15,0,0.15,0.15,90
Caffe Mocha,Short,NA,Soy,FALSE,236,130,3.5,1,0,0,55,18,3,13,6,0.06,0,0.15,0.25,90
Caffe Mocha,Short,NA,Soy,TRUE,236,180,9,4,0.2,20,60,20,3,14,6,0.1,0,0.2,0.25,90
Caffe Mocha,Short,NA,Coconut,FALSE,236,130,4.5,4,0,0,65,19,2,15,2,0,0,0,0.15,90
Caffe Mocha,Short,NA,Coconut,TRUE,236,180,10,7,0.2,20,70,21,2,16,2,0.06,0,0.02,0.15,90
Caffe Mocha,Tall,NA,Nonfat,FALSE,354,190,2,1,0,5,100,32,3,27,10,0.15,0,0.3,0.25,95
Caffe Mocha,Tall,NA,Nonfat,TRUE,354,250,8,5,0.2,25,110,34,3,28,11,0.2,0,0.3,0.25,95
Caffe Mocha,Tall,NA,2%,FALSE,354,230,6,4,0.2,20,115,32,3,26,10,0.15,0,0.25,0.25,95
Caffe Mocha,Tall,NA,2%,TRUE,354,290,13,8,0.4,40,120,34,3,28,11,0.2,0.02,0.3,0.25,95
Caffe Mocha,Tall,NA,Whole,FALSE,354,250,9,6,0.2,25,105,32,3,26,10,0.1,0,0.25,0.25,95
Caffe Mocha,Tall,NA,Whole,TRUE,354,310,16,9,0.4,45,110,34,3,28,10,0.2,0,0.25,0.25,95
Caffe Mocha,Tall,NA,Soy,FALSE,354,200,5,1.5,0,0,90,28,4,20,9,0.1,0,0.25,0.35,95
Caffe Mocha,Tall,NA,Soy,TRUE,354,260,11,5,0.2,25,95,30,4,22,9,0.15,0,0.3,0.35,95
Caffe Mocha,Tall,NA,Coconut,FALSE,354,190,7,6,0,0,105,29,3,23,3,0,0,0.02,0.25,95
Caffe Mocha,Tall,NA,Coconut,TRUE,354,250,13,10,0.2,25,110,30,3,25,3,0.06,0,0.02,0.25,95
Caffe Mocha,Grande,NA,Nonfat,FALSE,473,250,2.5,1.5,0,5,125,42,4,34,13,0.2,0,0.35,0.35,175
Caffe Mocha,Grande,NA,Nonfat,TRUE,473,320,10,6,0.2,30,135,44,4,36,14,0.25,0,0.35,0.35,175
Caffe Mocha,Grande,NA,2%,FALSE,473,290,8,5,0.2,25,140,42,4,34,13,0.15,0.02,0.35,0.35,175
Caffe Mocha,Grande,NA,2%,TRUE,473,360,15,9,0.5,50,150,44,4,35,13,0.25,0.02,0.35,0.35,175
Caffe Mocha,Grande,NA,Whole,FALSE,473,330,12,7,0.3,30,130,42,4,34,13,0.15,0,0.3,0.35,175
Caffe Mocha,Grande,NA,Whole,TRUE,473,400,19,11,0.5,55,135,44,4,35,13,0.2,0,0.35,0.35,175
Caffe Mocha,Grande,NA,Soy,FALSE,473,260,7,2,0,0,110,37,5,26,11,0.1,0,0.35,0.5,175
Caffe Mocha,Grande,NA,Soy,TRUE,473,330,14,6,0.2,25,115,39,5,28,12,0.2,0,0.35,0.5,175
Caffe Mocha,Grande,NA,Coconut,FALSE,473,250,9,8,0,0,130,38,4,30,4,0,0,0.02,0.35,175
Caffe Mocha,Grande,NA,Coconut,TRUE,473,320,16,12,0.2,25,135,40,4,32,4,0.08,0,0.02,0.35,175
Caffe Mocha,Venti,NA,Nonfat,FALSE,591,310,3.5,2,0,10,170,54,5,44,17,0.25,0,0.45,0.4,185
Caffe Mocha,Venti,NA,Nonfat,TRUE,591,390,10,6,0.2,35,170,56,5,45,18,0.3,0,0.45,0.4,185
Caffe Mocha,Venti,NA,2%,FALSE,591,380,11,7,0.3,30,190,53,5,43,17,0.2,0.02,0.45,0.4,185
Caffe Mocha,Venti,NA,2%,TRUE,591,450,18,11,0.5,55,190,55,5,45,17,0.3,0.02,0.45,0.4,185
Caffe Mocha,Venti,NA,Whole,FALSE,591,420,16,9,0.4,40,170,53,5,43,16,0.2,0,0.4,0.4,185
Caffe Mocha,Venti,NA,Whole,TRUE,591,490,23,13,0.5,65,180,55,5,45,17,0.25,0,0.45,0.4,185
Caffe Mocha,Venti,NA,Soy,FALSE,591,330,9,2.5,0,0,140,46,6,34,15,0.15,0,0.45,0.6,185
Caffe Mocha,Venti,NA,Soy,TRUE,591,400,16,7,0.2,25,150,48,6,35,15,0.25,0,0.45,0.6,185
Caffe Mocha,Venti,NA,Coconut,FALSE,591,320,12,10,0,0,170,48,5,38,5,0,0,0.02,0.4,185
Caffe Mocha,Venti,NA,Coconut,TRUE,591,390,19,15,0.2,25,180,50,5,40,5,0.08,0,0.04,0.4,185
Iced Caffe Mocha,Tall,NA,Nonfat,FALSE,354,150,2,1,0,5,65,27,3,22,7,0.08,0,0.15,0.25,95
Iced Caffe Mocha,Tall,NA,Nonfat,TRUE,354,240,10,6,0.2,30,75,30,3,23,7,0.15,0,0.2,0.25,95
Iced Caffe Mocha,Tall,NA,2%,FALSE,354,180,4.5,3,0.1,10,70,27,3,21,7,0.08,0,0.15,0.25,95
Iced Caffe Mocha,Tall,NA,2%,TRUE,354,260,12,8,0.4,40,80,29,3,23,7,0.15,0,0.2,0.25,95
Iced Caffe Mocha,Tall,NA,Whole,FALSE,354,190,6,3.5,0.1,15,65,27,3,21,7,0.06,0,0.15,0.25,95
Iced Caffe Mocha,Tall,NA,Whole,TRUE,354,270,14,9,0.4,45,75,29,3,23,7,0.15,0,0.15,0.25,95
Iced Caffe Mocha,Tall,NA,Soy,FALSE,354,160,4,1.5,0,0,60,25,3,18,6,0.06,0,0.15,0.3,95
Iced Caffe Mocha,Tall,NA,Soy,TRUE,354,240,12,6,0.2,30,65,27,3,20,7,0.15,0,0.2,0.3,95
Iced Caffe Mocha,Tall,NA,Coconut,FALSE,354,150,5,4,0,0,65,25,3,19,3,0,0,0.02,0.25,95
Iced Caffe Mocha,Tall,NA,Coconut,TRUE,354,240,13,9,0.2,30,70,27,3,22,3,0.1,0,0.02,0.25,95
Iced Caffe Mocha,Grande,NA,Nonfat,FALSE,473,200,2.5,1.5,0,5,80,36,4,28,9,0.1,0,0.2,0.35,175
Iced Caffe Mocha,Grande,NA,Nonfat,TRUE,473,320,14,8,0.3,45,90,40,4,30,10,0.25,0,0.25,0.35,175
Iced Caffe Mocha,Grande,NA,2%,FALSE,473,230,6,3.5,0.1,15,90,36,4,28,9,0.1,0,0.2,0.35,175
Iced Caffe Mocha,Grande,NA,2%,TRUE,473,350,17,11,0.5,55,100,39,4,30,10,0.2,0,0.2,0.35,175
Iced Caffe Mocha,Grande,NA,Whole,FALSE,473,250,8,4.5,0.2,15,80,36,4,28,9,0.08,0,0.2,0.35,175
Iced Caffe Mocha,Grande,NA,Whole,TRUE,473,360,19,12,0.5,60,95,39,4,30,9,0.2,0,0.2,0.35,175
Iced Caffe Mocha,Grande,NA,Soy,FALSE,473,210,5,2,0,0,75,33,5,24,8,0.06,0,0.2,0.4,175
Iced Caffe Mocha,Grande,NA,Soy,TRUE,473,330,16,9,0.3,40,85,37,5,26,9,0.2,0,0.25,0.4,175
Iced Caffe Mocha,Grande,NA,Coconut,FALSE,473,210,6,5,0,0,80,34,4,26,4,0,0,0.02,0.35,175
Iced Caffe Mocha,Grande,NA,Coconut,TRUE,473,320,18,12,0.3,40,95,37,4,29,4,0.15,0,0.04,0.35,175
Iced Caffe Mocha,Venti,NA,Nonfat,FALSE,709,300,3.5,2.5,0,5,110,53,6,41,13,0.15,0,0.3,0.5,265
Iced Caffe Mocha,Venti,NA,Nonfat,TRUE,709,410,15,9,0.3,45,120,57,6,43,14,0.25,0,0.3,0.5,265
Iced Caffe Mocha,Venti,NA,2%,FALSE,709,340,8,5,0.2,20,120,53,6,41,13,0.15,0,0.3,0.5,265
Iced Caffe Mocha,Venti,NA,2%,TRUE,709,450,19,12,0.5,60,130,56,6,43,13,0.25,0.02,0.3,0.5,265
Iced Caffe Mocha,Venti,NA,Whole,FALSE,709,360,11,6,0.2,25,110,53,6,41,12,0.1,0,0.25,0.5,265
Iced Caffe Mocha,Venti,NA,Whole,TRUE,709,470,22,13,0.5,65,125,56,6,43,13,0.25,0,0.3,0.5,265
Iced Caffe Mocha,Venti,NA,Soy,FALSE,709,310,7,2.5,0,0,100,49,7,35,12,0.1,0,0.3,0.6,265
Iced Caffe Mocha,Venti,NA,Soy,TRUE,709,430,18,10,0.3,40,110,53,7,37,12,0.2,0,0.3,0.6,265
Iced Caffe Mocha,Venti,NA,Coconut,FALSE,709,300,9,7,0,0,115,50,6,38,5,0,0,0.04,0.5,265
Iced Caffe Mocha,Venti,NA,Coconut,TRUE,709,420,20,14,0.3,40,125,53,6,41,6,0.15,0,0.06,0.5,265
Cappuccino,Short,NA,Nonfat,NA,236,50,0.1,0.1,0,5,60,8,0,7,5,0.08,0,0.15,0,75
Cappuccino,Short,NA,2%,NA,236,80,3,1.5,0.1,10,70,8,0,7,5,0.08,0,0.15,0,75
Cappuccino,Short,NA,Whole,NA,236,90,4.5,2.5,0.1,15,60,8,0,7,5,0.06,0,0.15,0,75
Cappuccino,Short,NA,Soy,NA,236,50,1.5,0.2,0,0,40,4,0,3,3,0.04,0,0.1,0.06,75
Cappuccino,Short,NA,Coconut,NA,236,70,4,4,0,0,75,7,0,6,1,0,0,0,0,75
Cappuccino,Tall,NA,Nonfat,NA,354,60,0.1,0.1,0,5,70,9,0,8,6,0.1,0,0.2,0,75
Cappuccino,Tall,NA,2%,NA,354,90,3.5,1.5,0.1,15,80,9,0,8,6,0.1,0,0.2,0,75
Cappuccino,Tall,NA,Whole,NA,354,110,6,3,0.2,15,75,9,0,8,6,0.08,0,0.2,0,75
Cappuccino,Tall,NA,Soy,NA,354,70,3,0.4,0,0,65,7,1,4,5,0.06,0,0.2,0.08,75
Cappuccino,Tall,NA,Coconut,NA,354,100,6,6,0,0,115,11,0,9,1,0,0,0,0,75
Cappuccino,Grande,NA,Nonfat,NA,473,80,0.2,0.1,0,5,90,12,0,10,8,0.15,0,0.25,0,150
Cappuccino,Grande,NA,2%,NA,473,120,4,2,0.1,15,100,12,0,10,8,0.1,0,0.25,0,150
Cappuccino,Grande,NA,Whole,NA,473,140,7,4,0.2,20,90,12,0,10,7,0.1,0,0.2,0,150
Cappuccino,Grande,NA,Soy,NA,473,100,3.5,0.4,0,0,80,9,1,5,7,0.08,0,0.25,0.1,150
Cappuccino,Grande,NA,Coconut,NA,473,130,8,8,0,0,150,14,0,12,1,0,0,0,0,150
Cappuccino,Venti,NA,Nonfat,NA,591,110,0.2,0.2,0,5,120,16,0,14,10,0.2,0,0.3,0,150
Cappuccino,Venti,NA,2%,NA,591,150,6,3,0.2,25,135,16,0,14,10,0.15,0,0.3,0,150
Cappuccino,Venti,NA,Whole,NA,591,190,9,5,0.3,30,125,16,0,14,10,0.15,0,0.3,0,150
Cappuccino,Venti,NA,Soy,NA,591,120,4.5,0.5,0,0,110,11,1,7,9,0.1,0,0.35,0.15,150
Cappuccino,Venti,NA,Coconut,NA,591,170,10,10,0,0,190,18,0,15,2,0,0,0,0,150
Caramel Macchiato,Short,NA,Nonfat,NA,236,100,1,0.5,0,5,70,16,0,15,5,0.1,0,0.15,0,75
Caramel Macchiato,Short,NA,2%,NA,236,120,4,2.5,0.1,15,80,16,0,15,5,0.1,0,0.15,0,75
Caramel Macchiato,Short,NA,Whole,NA,236,140,6,3.5,0.1,20,70,16,0,15,5,0.08,0,0.15,0,75
Caramel Macchiato,Short,NA,Soy,NA,236,100,3,1,0,0,60,14,1,11,4,0.06,0,0.15,0.08,75
Caramel Macchiato,Short,NA,Coconut,NA,236,100,4,3.5,0,0,70,14,0,13,1,0,0,0,0,75
